date,season,year,month,hour,holiday,weekday,workingday,weather,temp,feels_like,hum,windspeed
2012-02-12,1,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.19399999999999998
2012-02-12,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537
2012-02-12,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985
2012-02-12,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582
2012-02-12,1,1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985
2012-02-12,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418
2012-02-12,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478
2012-02-12,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224
2012-02-12,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522
2012-02-12,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627
2012-02-12,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179
2012-02-12,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627
2012-02-12,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836
2012-02-12,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284
2012-02-12,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985
2012-02-12,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642
2012-02-12,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239
2012-04-10,2,1,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836
2012-04-10,2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239
2012-04-10,2,1,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343
2012-04-10,2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343
2012-04-10,2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343
2012-04-10,2,1,4,5,0,2,1,1,0.34,0.3333,0.71,0.1343
2012-04-10,2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045
2012-04-10,2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045
2012-04-10,2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343
2012-04-10,2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.19399999999999998
2012-04-10,2,1,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642
2012-04-10,2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0.0
2012-04-10,2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836
2012-04-10,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642
2012-04-10,2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.19399999999999998
2012-04-10,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985
2012-04-10,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537
2012-04-10,2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224
2012-04-10,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179
2012-04-10,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582
2012-04-10,2,1,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881
2012-04-10,2,1,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478
2012-04-10,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925
2012-04-10,2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179
2012-04-26,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0
2012-04-26,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896
2012-04-26,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045
2012-04-26,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896
2012-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896
2012-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343
2012-04-26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537
2012-04-26,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582
2012-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.19399999999999998
2012-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642
2012-04-26,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642
2012-04-26,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239
2012-04-26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343
2012-04-26,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642
2012-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998
2012-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284
2012-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239
2012-04-26,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642
2012-04-26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998
2012-04-26,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239
2012-04-26,2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.19399999999999998
2012-04-26,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239
2012-04-26,2,1,4,22,0,4,1,1,0.52,0.5,0.83,0.1642
2012-04-26,2,1,4,23,0,4,1,1,0.5,0.4848,0.88,0.1642
2012-05-04,2,1,5,0,0,5,1,1,0.6,0.5758,0.78,0.3284
2012-05-04,2,1,5,1,0,5,1,1,0.6,0.5758,0.78,0.1045
2012-05-04,2,1,5,2,0,5,1,1,0.58,0.5455,0.83,0.1343
2012-05-04,2,1,5,3,0,5,1,1,0.56,0.5303,0.88,0.2239
2012-05-04,2,1,5,4,0,5,1,1,0.56,0.5303,0.88,0.19399999999999998
2012-05-04,2,1,5,5,0,5,1,1,0.56,0.5303,0.88,0.19399999999999998
2012-05-04,2,1,5,6,0,5,1,1,0.54,0.5152,0.94,0.1045
2012-05-04,2,1,5,7,0,5,1,1,0.56,0.5303,0.88,0.0
2012-05-04,2,1,5,8,0,5,1,1,0.56,0.5303,0.88,0.0
2012-05-04,2,1,5,9,0,5,1,1,0.6,0.5758,0.78,0.0
2012-05-04,2,1,5,10,0,5,1,2,0.62,0.5909,0.73,0.1343
2012-05-04,2,1,5,11,0,5,1,2,0.7,0.6515,0.61,0.0
2012-05-04,2,1,5,12,0,5,1,3,0.62,0.5909,0.78,0.3582
2012-05-04,2,1,5,13,0,5,1,2,0.64,0.6061,0.73,0.0
2012-05-04,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836
2012-05-04,2,1,5,15,0,5,1,2,0.72,0.6818,0.62,0.1045
2012-05-04,2,1,5,16,0,5,1,1,0.76,0.6818,0.48,0.1642
2012-05-04,2,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627
2012-05-04,2,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627
2012-05-04,2,1,5,19,0,5,1,1,0.7,0.6515,0.51,0.1343
2012-05-04,2,1,5,20,0,5,1,1,0.68,0.6364,0.51,0.1045
2012-05-04,2,1,5,21,0,5,1,1,0.64,0.6061,0.69,0.19399999999999998
2012-05-04,2,1,5,22,0,5,1,1,0.6,0.5606,0.83,0.1343
2012-05-04,2,1,5,23,0,5,1,1,0.6,0.5606,0.83,0.0896
2012-05-19,2,1,5,0,0,6,0,1,0.52,0.5,0.48,0.1045
2012-05-19,2,1,5,1,0,6,0,1,0.5,0.4848,0.48,0.0
2012-05-19,2,1,5,2,0,6,0,1,0.5,0.4848,0.51,0.1045
2012-05-19,2,1,5,3,0,6,0,1,0.5,0.4848,0.48,0.1045
2012-05-19,2,1,5,4,0,6,0,1,0.48,0.4697,0.59,0.0896
2012-05-19,2,1,5,5,0,6,0,1,0.46,0.4545,0.67,0.0
2012-05-19,2,1,5,6,0,6,0,1,0.44,0.4394,0.72,0.0896
2012-05-19,2,1,5,7,0,6,0,1,0.46,0.4545,0.67,0.1045
2012-05-19,2,1,5,8,0,6,0,1,0.52,0.5,0.52,0.1642
2012-05-19,2,1,5,9,0,6,0,1,0.56,0.5303,0.43,0.1642
2012-05-19,2,1,5,10,0,6,0,1,0.56,0.5303,0.43,0.0
2012-05-19,2,1,5,11,0,6,0,1,0.62,0.6212,0.38,0.0896
2012-05-19,2,1,5,12,0,6,0,1,0.66,0.6212,0.36,0.0
2012-05-19,2,1,5,13,0,6,0,1,0.7,0.6364,0.37,0.1343
2012-05-19,2,1,5,14,0,6,0,1,0.72,0.6515,0.3,0.0896
2012-05-19,2,1,5,15,0,6,0,1,0.72,0.6515,0.3,0.1045
2012-05-19,2,1,5,16,0,6,0,1,0.74,0.6515,0.3,0.1045
2012-05-19,2,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896
2012-05-19,2,1,5,18,0,6,0,1,0.74,0.6515,0.33,0.0896
2012-05-19,2,1,5,19,0,6,0,1,0.7,0.6364,0.39,0.1343
2012-05-19,2,1,5,20,0,6,0,1,0.68,0.6364,0.41,0.0896
2012-05-19,2,1,5,21,0,6,0,1,0.64,0.6212,0.5,0.0
2012-05-19,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0.0
2012-05-19,2,1,5,23,0,6,0,1,0.6,0.6212,0.56,0.1642
2012-08-07,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.19399999999999998
2012-08-07,3,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343
2012-08-07,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343
2012-08-07,3,1,8,3,0,2,1,1,0.7,0.6667,0.84,0.0
2012-08-07,3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343
2012-08-07,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045
2012-08-07,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.19399999999999998
2012-08-07,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343
2012-08-07,3,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642
2012-08-07,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343
2012-08-07,3,1,8,10,0,2,1,2,0.74,0.6970000000000001,0.7,0.1343
2012-08-07,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896
2012-08-07,3,1,8,12,0,2,1,2,0.8,0.7576,0.55,0.1343
2012-08-07,3,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.19399999999999998
2012-08-07,3,1,8,14,0,2,1,2,0.82,0.7576,0.46,0.0
2012-08-07,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0.0
2012-08-07,3,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836
2012-08-07,3,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343
2012-08-07,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642
2012-08-07,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045
2012-08-07,3,1,8,20,0,2,1,2,0.74,0.6970000000000001,0.7,0.1343
2012-08-07,3,1,8,21,0,2,1,2,0.72,0.6970000000000001,0.74,0.0
2012-08-07,3,1,8,22,0,2,1,1,0.72,0.6970000000000001,0.74,0.1045
2012-08-07,3,1,8,23,0,2,1,1,0.72,0.6970000000000001,0.79,0.0
2012-08-08,3,1,8,0,0,3,1,1,0.7,0.6667,0.84,0.0
2012-08-08,3,1,8,1,0,3,1,1,0.72,0.6970000000000001,0.79,0.0
2012-08-08,3,1,8,2,0,3,1,1,0.7,0.6667,0.84,0.0
2012-08-08,3,1,8,3,0,3,1,1,0.7,0.6667,0.84,0.0
2012-08-08,3,1,8,4,0,3,1,1,0.7,0.6667,0.84,0.0
2012-08-08,3,1,8,5,0,3,1,2,0.68,0.6364,0.89,0.1642
2012-08-08,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642
2012-08-08,3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642
2012-08-08,3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896
2012-08-08,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0.0
2012-08-08,3,1,8,10,0,3,1,2,0.8,0.7424,0.52,0.1343
2012-08-08,3,1,8,11,0,3,1,2,0.8,0.7424,0.52,0.0
2012-08-08,3,1,8,12,0,3,1,2,0.8,0.7424,0.52,0.0
2012-08-08,3,1,8,13,0,3,1,2,0.8,0.7424,0.52,0.0
2012-08-08,3,1,8,14,0,3,1,2,0.8,0.7424,0.52,0.2537
2012-08-08,3,1,8,15,0,3,1,2,0.84,0.7576,0.44,0.19399999999999998
2012-08-08,3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836
2012-08-08,3,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836
2012-08-08,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642
2012-08-08,3,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239
2012-08-08,3,1,8,20,0,3,1,1,0.74,0.6970000000000001,0.66,0.19399999999999998
2012-08-08,3,1,8,21,0,3,1,1,0.74,0.6970000000000001,0.66,0.1045
2012-08-08,3,1,8,22,0,3,1,1,0.72,0.6970000000000001,0.74,0.1045
2012-08-08,3,1,8,23,0,3,1,1,0.72,0.6818,0.7,0.1343
2012-11-15,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0.0
2012-11-15,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045
2012-11-15,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642
2012-11-15,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896
2012-11-15,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343
2012-11-15,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239
2012-11-15,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537
2012-11-15,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.19399999999999998
2012-11-15,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239
2012-11-15,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.19399999999999998
2012-11-15,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343
2012-11-15,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343
2012-11-15,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045
2012-11-15,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045
2012-11-15,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642
2012-11-15,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642
2012-11-15,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.19399999999999998
2012-11-15,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239
2012-11-15,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.19399999999999998
2012-11-15,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343
2012-11-15,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045
2012-11-15,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045
2012-11-15,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642
2012-11-15,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642
