date,season,year,month,hour,holiday,weekday,workingday,weather,temp,feels_like,hum,windspeed
2012-03-18,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.19399999999999998
2012-03-18,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343
2012-03-18,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045
2012-03-18,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343
2012-03-18,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642
2012-03-18,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045
2012-03-18,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045
2012-03-18,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642
2012-03-18,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045
2012-03-18,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896
2012-03-18,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045
2012-03-18,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642
2012-03-18,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343
2012-03-18,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642
2012-03-18,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896
2012-03-18,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896
2012-03-18,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896
2012-03-18,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896
2012-03-18,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642
2012-03-18,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642
2012-03-18,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343
2012-03-18,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896
2012-03-18,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045
2012-03-18,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642
2012-04-26,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0
2012-04-26,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896
2012-04-26,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045
2012-04-26,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896
2012-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896
2012-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343
2012-04-26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537
2012-04-26,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582
2012-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.19399999999999998
2012-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642
2012-04-26,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642
2012-04-26,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239
2012-04-26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343
2012-04-26,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642
2012-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998
2012-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284
2012-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239
2012-04-26,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642
2012-04-26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998
2012-04-26,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239
2012-04-26,2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.19399999999999998
2012-04-26,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239
2012-04-26,2,1,4,22,0,4,1,1,0.52,0.5,0.83,0.1642
2012-04-26,2,1,4,23,0,4,1,1,0.5,0.4848,0.88,0.1642
2012-06-06,2,1,6,0,0,3,1,1,0.52,0.5,0.59,0.0896
2012-06-06,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0.0
2012-06-06,2,1,6,2,0,3,1,1,0.5,0.4848,0.68,0.0
2012-06-06,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0
2012-06-06,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045
2012-06-06,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0.0
2012-06-06,2,1,6,6,0,3,1,1,0.48,0.4697,0.77,0.0
2012-06-06,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0
2012-06-06,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0
2012-06-06,2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896
2012-06-06,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896
2012-06-06,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896
2012-06-06,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0.0
2012-06-06,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896
2012-06-06,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0.0
2012-06-06,2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0.0
2012-06-06,2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343
2012-06-06,2,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343
2012-06-06,2,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.19399999999999998
2012-06-06,2,1,6,19,0,3,1,1,0.56,0.5303,0.73,0.2985
2012-06-06,2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836
2012-06-06,2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642
2012-06-06,2,1,6,22,0,3,1,1,0.52,0.5,0.77,0.0896
2012-06-06,2,1,6,23,0,3,1,1,0.52,0.5,0.77,0.0
2012-06-17,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343
2012-06-17,2,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642
2012-06-17,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896
2012-06-17,2,1,6,3,0,0,0,1,0.54,0.5152,0.64,0.1045
2012-06-17,2,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896
2012-06-17,2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343
2012-06-17,2,1,6,6,0,0,0,1,0.52,0.5,0.72,0.1045
2012-06-17,2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896
2012-06-17,2,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537
2012-06-17,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642
2012-06-17,2,1,6,10,0,0,0,1,0.58,0.5455,0.64,0.0
2012-06-17,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045
2012-06-17,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0
2012-06-17,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642
2012-06-17,2,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0
2012-06-17,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239
2012-06-17,2,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985
2012-06-17,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239
2012-06-17,2,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.19399999999999998
2012-06-17,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642
2012-06-17,2,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.19399999999999998
2012-06-17,2,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.19399999999999998
2012-06-17,2,1,6,22,0,0,0,1,0.6,0.6061,0.6,0.19399999999999998
2012-06-17,2,1,6,23,0,0,0,1,0.58,0.5455,0.64,0.19399999999999998
2012-06-20,2,1,6,0,0,3,1,1,0.7,0.6667,0.79,0.19399999999999998
2012-06-20,2,1,6,1,0,3,1,1,0.68,0.6364,0.79,0.19399999999999998
2012-06-20,2,1,6,2,0,3,1,1,0.66,0.6061,0.83,0.1642
2012-06-20,2,1,6,3,0,3,1,1,0.66,0.6061,0.83,0.1343
2012-06-20,2,1,6,4,0,3,1,1,0.66,0.6061,0.83,0.0896
2012-06-20,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896
2012-06-20,2,1,6,6,0,3,1,2,0.64,0.5758,0.89,0.0896
2012-06-20,2,1,6,7,0,3,1,2,0.66,0.5909,0.89,0.0
2012-06-20,2,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045
2012-06-20,2,1,6,9,0,3,1,2,0.72,0.6970000000000001,0.74,0.0
2012-06-20,2,1,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343
2012-06-20,2,1,6,11,0,3,1,1,0.84,0.7879,0.49,0.19399999999999998
2012-06-20,2,1,6,12,0,3,1,1,0.86,0.8029999999999999,0.47,0.1642
2012-06-20,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045
2012-06-20,2,1,6,14,0,3,1,1,0.88,0.8029999999999999,0.39,0.19399999999999998
2012-06-20,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0.0
2012-06-20,2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045
2012-06-20,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0.0
2012-06-20,2,1,6,18,0,3,1,1,0.9,0.8182,0.37,0.0
2012-06-20,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537
2012-06-20,2,1,6,20,0,3,1,1,0.86,0.7727,0.39,0.2239
2012-06-20,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896
2012-06-20,2,1,6,22,0,3,1,1,0.82,0.7576,0.46,0.1045
2012-06-20,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045
2012-08-07,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.19399999999999998
2012-08-07,3,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343
2012-08-07,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343
2012-08-07,3,1,8,3,0,2,1,1,0.7,0.6667,0.84,0.0
2012-08-07,3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343
2012-08-07,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045
2012-08-07,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.19399999999999998
2012-08-07,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343
2012-08-07,3,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642
2012-08-07,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343
2012-08-07,3,1,8,10,0,2,1,2,0.74,0.6970000000000001,0.7,0.1343
2012-08-07,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896
2012-08-07,3,1,8,12,0,2,1,2,0.8,0.7576,0.55,0.1343
2012-08-07,3,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.19399999999999998
2012-08-07,3,1,8,14,0,2,1,2,0.82,0.7576,0.46,0.0
2012-08-07,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0.0
2012-08-07,3,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836
2012-08-07,3,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343
2012-08-07,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642
2012-08-07,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045
2012-08-07,3,1,8,20,0,2,1,2,0.74,0.6970000000000001,0.7,0.1343
2012-08-07,3,1,8,21,0,2,1,2,0.72,0.6970000000000001,0.74,0.0
2012-08-07,3,1,8,22,0,2,1,1,0.72,0.6970000000000001,0.74,0.1045
2012-08-07,3,1,8,23,0,2,1,1,0.72,0.6970000000000001,0.79,0.0
2012-10-05,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0
2012-10-05,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045
2012-10-05,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896
2012-10-05,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0
2012-10-05,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0.0
2012-10-05,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0.0
2012-10-05,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0.0
2012-10-05,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045
2012-10-05,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0
2012-10-05,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896
2012-10-05,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0.0
2012-10-05,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.19399999999999998
2012-10-05,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642
2012-10-05,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0.0
2012-10-05,4,1,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239
2012-10-05,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537
2012-10-05,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0
2012-10-05,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642
2012-10-05,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343
2012-10-05,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642
2012-10-05,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343
2012-10-05,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239
2012-10-05,4,1,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836
2012-10-05,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239
2012-12-05,4,1,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836
2012-12-05,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284
2012-12-05,4,1,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642
2012-12-05,4,1,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343
2012-12-05,4,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478
2012-12-05,4,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836
2012-12-05,4,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881
2012-12-05,4,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985
2012-12-05,4,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836
2012-12-05,4,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239
2012-12-05,4,1,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582
2012-12-05,4,1,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836
2012-12-05,4,1,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836
2012-12-05,4,1,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836
2012-12-05,4,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925
2012-12-05,4,1,12,15,0,3,1,1,0.48,0.4697,0.33,0.2836
2012-12-05,4,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836
2012-12-05,4,1,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836
2012-12-05,4,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478
2012-12-05,4,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582
2012-12-05,4,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881
2012-12-05,4,1,12,21,0,3,1,1,0.34,0.303,0.46,0.4179
2012-12-05,4,1,12,22,0,3,1,1,0.32,0.2879,0.45,0.3881
2012-12-05,4,1,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881
